No media	0	970	616	27	
trad_right_6.png	44	252	473	366	
trad_right_6.png	427	236	419	166	
trad_right_6.png	610	269	331	150	
trad_right_6.png	777	387	60	150	
trad_right_6.png	977	392	57	67	
trad_right_6.png	1043	425	35	100	
trad_right_6.png	1177	45	155	250	
trad_right_6.png	1443	268	368	233	
trad_right_6.png	1693	102	609	233	
trad_right_6.png	1976	95	590	83	
trad_right_6.png	2076	136	678	133	
trad_right_6.png	2226	268	846	250	
trad_right_6.png	2492	103	806	233	
trad_right_6.png	2742	267	683	166	
trad_right_6.png	2909	268	640	33	
trad_right_6.png	2992	270	643	250	
trad_right_6.png	3259	327	403	266	
trad_right_6.png	3525	376	441	117	
trad_right_6.png	3658	404	283	283	
trad_right_6.png	4008	434	315	83	
trad_right_6.png	4108	452	468	183	
trad_right_6.png	4291	464	492	183	
trad_right_6.png	4508	442	244	250	
trad_right_6.png	4774	446	35	200	
trad_right_6.png	5007	496	515	250	
trad_right_6.png	5290	461	902	250	
trad_right_6.png	5574	459	436	266	
trad_right_6.png	5840	466	487	133	
trad_right_6.png	6023	465	494	966	
trad_right_6.png	7039	461	495	483	
trad_right_5.png	7539	315	465	233	
trad_right_5.png	7789	114	444	217	
trad_right_5.png	8005	53	399	166	
trad_right_5.png	8205	62	147	216	
trad_right_5.png	8422	43	199	200	
trad_right_5.png	8638	33	290	250	
trad_right_5.png	8905	109	284	100	
trad_right_5.png	9071	104	435	300	
trad_right_5.png	9604	37	387	67	
trad_right_5.png	9704	130	173	133	
trad_right_5.png	9887	70	657	133	
trad_right_5.png	10071	74	658	50	
trad_right_5.png	10137	82	788	233	
trad_right_5.png	10404	340	904	216	
trad_right_5.png	10670	381	27	283	
trad_right_5.png	10987	147	300	50	
trad_right_5.png	11070	146	306	150	
trad_right_5.png	11237	82	373	183	
trad_right_5.png	11420	81	420	183	
trad_right_5.png	11603	131	413	200	
trad_right_5.png	11819	129	322	200	
trad_right_5.png	12086	179	387	217	
trad_right_5.png	12302	207	395	166	
trad_right_5.png	12469	240	342	183	
trad_right_5.png	12669	171	232	300	
trad_right_5.png	12985	61	236	67	
trad_right_5.png	13102	60	238	67	
trad_right_5.png	13185	254	281	200	
trad_right_5.png	13385	217	232	333	
trad_right_5.png	13718	267	322	183	
trad_right_5.png	13901	208	422	150	
trad_right_5.png	14101	221	414	133	
trad_right_5.png	14235	252	462	333	
trad_right_5.png	14568	232	426	183	
trad_right_5.png	14767	100	391	216	
trad_right_5.png	15001	70	340	67	
trad_right_5.png	15117	61	342	50	
trad_right_5.png	15184	157	375	166	
trad_right_5.png	15350	89	373	217	
trad_right_5.png	15567	67	349	333	
trad_right_5.png	15900	131	281	183	
trad_right_5.png	16133	100	270	200	
trad_right_5.png	16333	201	221	300	
trad_right_5.png	16650	264	299	433	
trad_right_5.png	17132	268	302	966	
trad_bottom_1.png	18149	827	317	67	
trad_bottom_1.png	18232	1013	251	216	
trad_bottom_1.png	18498	718	795	150	
trad_bottom_1.png	18682	267	691	183	
trad_bottom_1.png	18881	338	569	216	
