trad_right_1.png	0	262	460	408	
trad_right_1.png	425	218	416	183	
trad_right_1.png	642	432	445	167	
trad_right_1.png	841	195	222	200	
trad_right_1.png	1058	191	92	167	
trad_right_1.png	1225	234	14	183	
trad_right_1.png	1408	265	50	233	
trad_right_1.png	1641	257	80	333	
trad_right_1.png	1974	171	132	217	
trad_right_1.png	2207	74	210	266	
trad_right_1.png	2474	35	324	233	
trad_right_1.png	2707	121	373	933	
trad_right_1.png	3656	192	557	400	
trad_right_1.png	4073	236	617	233	
trad_right_1.png	4322	279	741	283	
trad_right_1.png	4622	314	801	200	
trad_right_1.png	4822	403	909	300	
trad_right_1.png	5139	342	785	400	
trad_right_1.png	5538	348	773	400	
trad_right_1.png	5955	389	820	483	
trad_right_1.png	6454	345	781	916	
trad_right_1.png	7370	340	771	366	
trad_right_1.png	7737	357	794	183	
trad_right_1.png	7920	392	813	283	
trad_right_1.png	8220	433	586	167	
trad_right_1.png	8403	452	473	516	
trad_right_1.png	8936	342	259	167	
trad_right_1.png	9119	270	73	233	
trad_right_1.png	9386	166	270	166	
trad_right_1.png	9569	93	353	266	
trad_right_1.png	9835	110	382	183	
trad_right_1.png	10035	108	509	250	
trad_right_1.png	10302	74	374	250	
trad_right_1.png	10551	108	372	200	
trad_right_1.png	10768	244	237	283	
trad_right_1.png	11068	291	122	167	
trad_right_1.png	11251	285	43	117	
trad_right_1.png	11401	440	458	233	
trad_right_1.png	11634	450	476	1482	
trad_right_2.png	13150	197	373	200	
trad_right_2.png	13366	120	188	300	
trad_right_2.png	13683	139	81	116	
trad_right_2.png	13933	79	92	200	
trad_right_2.png	14149	12	174	333	
trad_right_2.png	14499	152	54	366	
trad_right_2.png	14882	55	130	283	
trad_right_2.png	15198	194	263	250	
trad_right_2.png	15465	197	494	33	
trad_right_2.png	15498	203	520	283	
trad_right_2.png	15798	236	735	33	
trad_right_2.png	15831	236	756	333	
trad_right_2.png	16164	275	829	150	
trad_right_2.png	16314	356	890	266	
trad_right_2.png	16581	395	909	200	
trad_right_2.png	16781	369	852	183	
trad_right_2.png	16964	272	832	250	
trad_right_2.png	17214	224	799	166	
trad_right_2.png	17397	275	547	200	
trad_right_2.png	17597	299	514	183	
trad_right_2.png	17797	231	579	183	
trad_right_2.png	17996	186	449	350	
trad_right_2.png	18346	195	494	200	
trad_right_2.png	18563	67	564	216	
trad_right_2.png	18779	17	608	183	
trad_right_2.png	18979	94	761	283	
trad_right_2.png	19262	111	797	216	
trad_right_2.png	19495	81	680	333	
trad_right_2.png	19845	121	739	233	
trad_right_2.png	20078	69	704	216	
trad_right_2.png	20311	59	486	217	
trad_right_2.png	20545	79	293	233	
trad_right_2.png	20795	149	448	250	
trad_right_2.png	21044	202	475	217	
trad_right_2.png	21261	141	472	183	
trad_right_2.png	21444	123	462	133	
trad_right_2.png	21594	192	236	233	
trad_right_2.png	21844	233	126	133	
trad_right_2.png	21994	136	38	166	
trad_right_2.png	22177	18	82	266	
trad_right_2.png	22443	-4	144	217	
trad_right_2.png	22660	11	211	200	
trad_right_2.png	22876	219	298	266	
trad_right_2.png	23160	250	148	366	
trad_right_2.png	23543	197	204	233	
trad_right_2.png	23776	141	276	266	
trad_right_2.png	24059	235	302	200	
trad_right_2.png	24409	275	197	250	
trad_right_2.png	24692	230	346	300	
trad_right_2.png	25008	165	459	233	
trad_right_2.png	25242	111	474	250	
trad_right_2.png	25508	41	574	316	
trad_right_2.png	25841	96	707	333	
trad_right_2.png	26224	128	810	250	
trad_right_2.png	26474	177	799	216	
trad_right_2.png	26690	223	682	200	
trad_right_2.png	26907	249	632	366	
trad_right_2.png	27290	285	554	266	
trad_right_2.png	27573	276	426	200	
trad_right_2.png	27773	235	318	566	
trad_right_2.png	28356	286	532	316	
trad_right_2.png	28672	262	432	283	
trad_right_2.png	28956	331	382	217	
trad_right_2.png	29189	265	152	266	
trad_right_2.png	29455	179	40	366	
trad_right_2.png	29838	257	181	500	
trad_right_2.png	30355	227	278	250	
trad_right_2.png	30621	97	228	183	
trad_right_2.png	30804	30	226	250	
trad_right_2.png	31088	322	459	267	
trad_right_2.png	31354	344	451	266	
trad_right_2.png	31621	357	448	216	
trad_right_2.png	31854	491	506	266	
trad_right_2.png	32154	404	878	283	
trad_right_2.png	32437	363	884	283	
trad_right_2.png	32736	284	833	366	
trad_right_2.png	33153	262	289	150	
trad_right_2.png	33319	116	50	167	
trad_right_2.png	33486	15	44	400	
trad_right_2.png	33902	270	187	316	
trad_right_2.png	34235	312	401	166	
