radial_2.png	0	652	420	188	
radial_2.png	205	484	493	833	
radial_2.png	1071	412	759	266	
radial_2.png	1354	236	744	233	
radial_2.png	1587	176	669	166	
radial_2.png	1754	163	659	167	
radial_2.png	1954	501	511	183	
radial_2.png	2137	471	513	167	
radial_2.png	2437	209	649	133	
radial_2.png	2570	192	645	100	
radial_2.png	2703	551	825	150	
radial_2.png	2870	688	869	183	
radial_2.png	3069	558	918	416	
radial_2.png	3503	634	766	300	
radial_2.png	3836	470	560	150	
radial_2.png	4002	361	553	33	
radial_2.png	4036	337	546	100	
radial_2.png	4169	413	150	200	
radial_2.png	4385	449	43	183	
radial_2.png	4602	697	208	233	
radial_2.png	4835	714	231	166	
radial_2.png	5135	489	313	100	
radial_2.png	5251	388	319	117	
radial_2.png	5385	491	477	216	
radial_2.png	5618	447	526	183	
radial_2.png	5801	591	491	283	
radial_2.png	6084	547	505	150	
radial_2.png	6234	497	508	250	
radial_2.png	6650	669	764	216	
radial_2.png	6884	372	552	483	
radial_2.png	7533	342	554	100	
radial_2.png	7650	340	436	333	
radial_2.png	7999	358	535	333	
radial_2.png	8483	387	669	67	
radial_2.png	8599	546	137	50	
radial_2.png	8649	574	161	167	
radial_2.png	8832	698	221	233	
radial_2.png	9099	383	317	166	
radial_2.png	9299	231	651	183	
radial_2.png	9482	165	654	116	
radial_2.png	9632	111	287	383	
radial_2.png	10031	295	362	166	
radial_2.png	10198	355	347	167	
radial_2.png	10398	571	241	150	
radial_2.png	10548	702	234	300	
radial_2.png	10964	538	234	117	
radial_2.png	11097	359	344	366	
radial_2.png	11480	161	329	200	
radial_2.png	11680	107	301	133	
radial_2.png	11830	363	299	233	
radial_2.png	12097	308	502	200	
radial_2.png	12297	312	602	166	
radial_2.png	12463	304	629	167	
radial_2.png	12646	164	617	183	
radial_2.png	12829	140	602	117	
radial_2.png	12996	163	559	233	
radial_2.png	13246	155	677	350	
radial_2.png	13762	148	612	216	
radial_2.png	13995	282	636	233	
radial_2.png	14245	316	389	200	
radial_2.png	14478	196	647	300	
radial_2.png	14778	313	664	266	
radial_2.png	15061	340	545	167	
radial_2.png	15261	325	436	400	
radial_2.png	15728	349	363	150	
radial_2.png	15877	363	323	316	
radial_2.png	16211	335	512	216	
radial_2.png	16427	358	571	233	
radial_2.png	16694	595	672	200	
radial_2.png	16893	643	682	133	
radial_2.png	17027	604	666	200	
radial_2.png	17260	904	677	200	
radial_2.png	17476	857	658	233	
radial_2.png	17709	894	655	233	
radial_2.png	17943	864	625	183	
radial_2.png	18143	680	632	166	
radial_2.png	18309	624	663	466	
radial_2.png	18825	354	540	183	
radial_2.png	19009	397	535	283	
radial_2.png	19342	615	769	150	
radial_2.png	19508	676	839	133	
radial_2.png	19675	500	495	33	
radial_2.png	19708	493	492	217	
radial_2.png	19925	446	525	50	
radial_2.png	19975	426	523	117	
radial_2.png	20091	379	543	200	
radial_2.png	20291	357	551	999	
radial_2.png	21324	664	800	200	
radial_2.png	21524	738	878	166	
radial_2.png	21707	586	917	283	
radial_2.png	22023	621	743	200	
radial_2.png	22240	687	622	150	
radial_2.png	22406	894	629	167	
radial_2.png	22573	911	661	150	
radial_2.png	22856	753	615	200	
radial_2.png	23056	659	656	233	
radial_2.png	23289	635	665	133	
radial_2.png	23439	476	606	233	
radial_2.png	23672	366	576	533	
radial_2.png	24222	244	576	133	
radial_2.png	24372	328	489	166	
radial_2.png	24538	319	465	167	
radial_2.png	24721	302	636	183	
radial_2.png	24921	187	654	183	
radial_2.png	25121	369	543	433	
radial_3.png	25721	531	512	167	
radial_3.png	25887	559	516	33	
radial_3.png	25921	538	521	133	
radial_3.png	26087	440	243	200	
radial_3.png	26287	423	224	133	
radial_3.png	26437	495	443	200	
radial_3.png	26653	379	543	183	
radial_3.png	26970	407	303	117	
radial_3.png	27103	432	233	300	
radial_3.png	27403	420	198	1349	
radial_3.png	28769	406	304	166	
radial_3.png	28935	373	331	167	
radial_3.png	29168	242	117	233	
radial_3.png	29402	265	111	167	
radial_3.png	29585	249	178	216	
radial_3.png	29818	256	272	183	
radial_3.png	30018	215	367	216	
radial_3.png	30234	257	365	67	
radial_3.png	30301	367	364	300	
radial_3.png	30617	288	443	116	
radial_3.png	30767	566	360	150	
radial_3.png	30934	626	427	117	
radial_3.png	31067	576	478	167	
radial_3.png	31234	696	507	200	
radial_3.png	31467	604	338	233	
radial_3.png	31717	624	461	200	
radial_3.png	31950	583	352	116	
radial_3.png	32066	578	284	183	
radial_3.png	32283	784	633	216	
radial_3.png	32516	662	747	216	
radial_3.png	32733	597	815	150	
radial_3.png	32916	485	971	133	
radial_3.png	33066	570	947	133	
radial_3.png	33349	229	802	33	
radial_3.png	33399	184	672	67	
radial_3.png	33465	164	677	116	
radial_3.png	33599	116	569	250	
radial_3.png	33898	349	959	216	
radial_3.png	34132	450	963	183	
radial_3.png	34332	559	930	183	
radial_3.png	34548	377	754	200	
radial_3.png	34765	318	725	250	
radial_3.png	35031	444	868	167	
radial_3.png	35214	366	774	166	
radial_3.png	35397	418	831	183	
radial_3.png	35614	323	679	216	
radial_3.png	35830	350	680	133	
radial_3.png	36114	343	567	300	
radial_3.png	36413	406	549	117	
radial_3.png	36563	377	347	533	
radial_3.png	37113	391	538	350	
radial_3.png	37479	502	550	133	
radial_3.png	37629	432	570	83	
radial_3.png	37712	414	566	83	
radial_3.png	37812	616	711	83	
radial_3.png	37896	636	721	100	
radial_3.png	38046	504	325	233	
radial_3.png	38295	363	485	150	
radial_3.png	38479	374	346	266	
radial_3.png	38862	391	323	167	
radial_3.png	39045	473	264	150	
radial_3.png	39195	390	351	200	
radial_3.png	39411	336	534	266	
radial_3.png	39694	329	365	217	
radial_3.png	39911	370	352	200	
radial_3.png	40111	396	307	233	
radial_3.png	40361	339	562	466	
radial_3.png	40827	219	499	233	
radial_3.png	41077	329	793	133	
radial_3.png	41227	424	932	167	
radial_3.png	41393	457	956	100	
radial_3.png	41510	537	902	100	
radial_3.png	41610	561	905	33	
radial_3.png	41676	340	615	117	
radial_3.png	41793	320	604	50	
radial_3.png	41843	340	567	183	
radial_3.png	42060	136	542	183	
radial_3.png	42243	110	517	100	
radial_3.png	42376	351	530	116	
radial_3.png	42526	331	367	166	
radial_3.png	42692	368	344	200	
radial_3.png	42942	458	243	233	
radial_3.png	43175	376	307	83	
